﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Dybdemåling nr;Startdato;Bunddybde (m);Sigtdybde (m);Springlag;Springlag startdybde (m);Springlag slutdybde (m);Sigt til bund;Højdereference;Referencekote (m);Målt vandstand (m);Vandstandskote (m);Kvalitetsmærke
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;03-04-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/0fc305f2-bdd4-4af1-94b7-fd4c931676aa;Aktivitetssted;32;666003;6065651;1;03-04-1990 11:00:00 +02:00;2,5;1,6;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;06-12-1993;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a567925e-b4cb-430b-b15f-30bec7442997;Aktivitetssted;32;666003;6065651;1;06-12-1993 11:00:00 +01:00;3;3;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;16-06-1998;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c6986347-ea92-4f64-ab58-74084d41640c;Aktivitetssted;32;666003;6065651;1;16-06-1998 12:45:00 +02:00;3,1;2,05;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;20-08-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2af0abcf-c123-4bd0-992a-fa6ea564537c;Aktivitetssted;32;666003;6065651;1;20-08-1990 13:00:00 +02:00;2,1;1,5;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;09-01-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1168a83b-4480-42c3-bc92-2b1832f60e6d;Aktivitetssted;32;666003;6065651;1;09-01-1992 11:13:00 +01:00;3;1,4;;;;Nej;;;;;2
Station;64000016;RØGBØLLE SØ, NORDB;32;665547;6067368;Lolland;Region Sjælland;Sø;Røgbøllesø;08-04-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/12daba09-2f71-4a85-945d-84243b9bfbbf;Aktivitetssted;32;665547;6067368;1;08-04-1992 11:30:00 +02:00;1,3;0,9;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;24-04-1989;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f2d895e9-ed1c-4f33-97ad-f83e24505616;Aktivitetssted;32;666003;6065651;1;24-04-1989 13:00:00 +02:00;3,3;1,5;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;06-05-1991;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ed5977c6-9bf0-4c75-baf5-8385eed929e3;Aktivitetssted;32;666003;6065651;1;06-05-1991 11:30:00 +02:00;3,25;2,9;;;;Nej;;;;;2
Station;64000016;RØGBØLLE SØ, NORDB;32;665547;6067368;Lolland;Region Sjælland;Sø;Røgbøllesø;19-06-1989;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7950f999-0284-4a8d-9107-bc420e94e704;Aktivitetssted;32;665547;6067368;1;19-06-1989 11:50:00 +02:00;2,05;2,05;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;11-03-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/676e0b9b-cea9-44a7-8895-f5bad0af7eb9;Aktivitetssted;32;666003;6065651;1;11-03-1992 11:10:00 +01:00;2,9;0,95;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-08-2010;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/4069eb86-c38c-42ef-b904-51d5a8399a75;Aktivitetssted;32;666003;6065651;1;10-08-2010 11:38:00 +02:00;2,8;1,7;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-06-1991;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9eadf00f-7fa1-4fdf-87a1-6df689b7ccfb;Aktivitetssted;32;666003;6065651;1;18-06-1991 13:15:00 +02:00;2,85;2,6;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-05-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/aa831345-fa42-418d-b038-506930c778a9;Aktivitetssted;32;666003;6065651;1;14-05-1990 11:35:00 +02:00;2,35;1,35;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;07-01-1997;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b174fc82-936f-4864-8740-c29ae5cd3fa9;Aktivitetssted;32;666003;6065651;1;07-01-1997 10:45:00 +01:00;9999;;;;;;DNN;9999999;9999988,28000024;10,719999760389328;2
Station;64000016;RØGBØLLE SØ, NORDB;32;665547;6067368;Lolland;Region Sjælland;Sø;Røgbøllesø;13-11-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e7e91cf4-8cd5-4d22-9d35-3c66ce406d09;Aktivitetssted;32;665547;6067368;1;13-11-1990 11:40:00 +01:00;3,35;3,35;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-09-1993;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a557de25-17d8-4967-8afb-4c2772d3ccd5;Aktivitetssted;32;666003;6065651;1;14-09-1993 11:50:00 +02:00;2,5;2,4;;;;Nej;;;;;2
Station;64000016;RØGBØLLE SØ, NORDB;32;665547;6067368;Lolland;Region Sjælland;Sø;Røgbøllesø;13-02-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9cf32719-fd0b-478c-8c08-33c4c352a04f;Aktivitetssted;32;665547;6067368;1;13-02-1990 10:10:00 +01:00;1,4;1,2;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;03-06-1997;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/892cefd7-e246-49fd-a54b-c887870f1f8d;Aktivitetssted;32;666003;6065651;1;03-06-1997 11:00:00 +02:00;3,3;2,95;;;;Nej;DNN;9999999;9999988,140000243;10,859999757260084;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;13-04-1993;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a4a82f79-766c-4203-99df-9e6ed6e44dd1;Aktivitetssted;32;666003;6065651;1;13-04-1993 12:00:00 +02:00;2,5;0,95;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;23-04-1991;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c152b089-c2f0-4b9c-bc86-394e324ddde2;Aktivitetssted;32;666003;6065651;1;23-04-1991 11:15:00 +02:00;3,05;1,55;;;;Nej;;;;;2
Station;64000214;Røgbølle Sø - st 54.35.20;32;665625;6065764;Lolland;Region Sjælland;Sø;Røgbøllesø;23-08-2004;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/bae7c31f-8e55-4d2a-be6e-953128dbf9ae;Aktivitetssted;32;665625;6065764;1;23-08-2004 10:25:00 +02:00;1;1;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;06-07-1993;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1bbca199-a48f-4ee2-b671-a61ec321df24;Aktivitetssted;32;666003;6065651;1;06-07-1993 12:30:00 +02:00;2,5;1,9;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2000;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/77c8e1d1-d169-438d-97c0-612e7946f545;Aktivitetssted;32;666003;6065651;1;18-07-2000 09:45:00 +02:00;3,1;1,7;;;;Nej;DNN;9999999;9999988,69000023;10,309999769553542;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;22-05-1989;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/0250804a-341b-40b2-954f-a8eee3a64d82;Aktivitetssted;32;666003;6065651;1;22-05-1989 13:20:00 +02:00;3;3;;;;Ja;;;;;2
Station;64000214;Røgbølle Sø - st 54.35.20;32;665625;6065764;Lolland;Region Sjælland;Sø;Røgbøllesø;30-08-2006;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/afa3fe11-295f-4895-9f52-506ff538d9df;Aktivitetssted;32;665625;6065764;1;30-08-2006 11:00:00 +02:00;1,5;1,5;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;22-07-2003;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9040955a-b1f2-41b2-8fe5-99b9a86e1385;Aktivitetssted;32;666003;6065651;1;22-07-2003 11:30:00 +02:00;3,5;1,1;;;;Nej;DNN;9999999;9999988,400000237;10,599999763071537;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;07-03-1994;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/4d4526fc-5d4b-4cfc-9f73-284722a4e4ec;Aktivitetssted;32;666003;6065651;1;07-03-1994 12:20:00 +01:00;1,6;1,6;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;28-09-1998;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/451b0e9f-dbad-4dc3-af20-3358ce50bb26;Aktivitetssted;32;666003;6065651;1;28-09-1998 12:30:00 +02:00;3;2,95;;;;Nej;DNN;9999999;9999988,450000236;10,549999764189124;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;01-07-1996;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/81dfbe32-78b0-4716-a43d-6356bac6093a;Aktivitetssted;32;666003;6065651;1;01-07-1996 11:50:00 +02:00;2,85;1,75;;;;Nej;DNN;9999999;9999988,380000237;10,619999762624502;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-11-1986;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d5bf7799-275c-4f96-826e-2c1fce74f940;Aktivitetssted;32;666003;6065651;1;18-11-1986 11:30:00 +01:00;1,5;1,5;;;;Ja;;;;;2
Station;64000239;Røgbølle;32;664937;6067429;Lolland;Region Sjælland;Sø;Røgbølle Sø;10-03-1997;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f26c4508-3fde-425a-b4a5-dde365c0905b;Aktivitetssted;32;664937;6067429;1;10-03-1997 10:50:00 +01:00;9999;2,1;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;29-05-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/959a4ead-bf16-4835-9a28-e7262d704191;Aktivitetssted;32;666003;6065651;1;29-05-1990 12:47:00 +02:00;3,22;1,35;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;11-01-1994;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f10340e0-d6f0-4bb8-a624-ff262d8a675e;Aktivitetssted;32;666003;6065651;1;11-01-1994 13:00:00 +01:00;3,1;2,3;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-11-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/79a20ce8-56de-4fb3-a07c-e7d6eccc6c4e;Aktivitetssted;32;666003;6065651;1;10-11-1992 13:00:00 +01:00;2,5;2,2;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;07-09-1987;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e92d4ba6-26e1-40a1-8b39-0d9697fb2cf6;Aktivitetssted;32;666003;6065651;1;07-09-1987 12:30:00 +02:00;1,5;1,2;;;;Nej;;;;;2
Station;64000239;Røgbølle;32;664937;6067429;Lolland;Region Sjælland;Sø;Røgbølle Sø;30-08-2005;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2aac7c47-ba5f-458f-8da4-7efeb765ef62;Aktivitetssted;32;664937;6067429;1;30-08-2005 11:00:00 +02:00;9999;3,8;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;07-02-1994;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/20d2499c-3a0a-4ce0-bea4-9377e6d81022;Aktivitetssted;32;666003;6065651;1;07-02-1994 13:45:00 +01:00;3,1;1,4;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;15-07-1996;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e3a5f97e-66ea-45eb-8da1-2a2b9b7ae55c;Aktivitetssted;32;666003;6065651;1;15-07-1996 13:00:00 +02:00;3,1;2;;;;Nej;DNN;9999999;9999988,400000237;10,599999763071537;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;08-04-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52e35de3-bcfb-46fd-afd1-6f4169a60361;Aktivitetssted;32;666003;6065651;1;08-04-1992 13:00:00 +02:00;2,5;0,85;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;23-08-2004;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/784a23f0-34ac-479f-ad09-f68143aa60d7;Aktivitetssted;32;666003;6065651;1;23-08-2004 10:25:00 +02:00;2,9;1,7;;;;Nej;DNN;9999999;9999988,460000236;10,539999764412642;2
Station;64000239;Røgbølle;32;664937;6067429;Lolland;Region Sjælland;Sø;Røgbølle Sø;14-07-1998;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/6c0db4ef-9128-4ba1-91e2-3d3c737a899c;Aktivitetssted;32;664937;6067429;1;14-07-1998 10:00:00 +02:00;9999;1,05;;;;Nej;;;;;2
Station;64000239;Røgbølle;32;664937;6067429;Lolland;Region Sjælland;Sø;Røgbølle Sø;27-05-2002;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/72ab607d-ef3b-4015-9499-22da9071f87d;Aktivitetssted;32;664937;6067429;1;27-05-2002 10:00:00 +02:00;9999;2,1;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;07-09-1989;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/22095b8e-a945-4ca4-995b-b0292ba24b7f;Aktivitetssted;32;666003;6065651;1;07-09-1989 12:30:00 +02:00;9999;1,2;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;13-08-2002;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/127e3ee2-20d3-4707-8f37-d1e3f508e273;Aktivitetssted;32;666003;6065651;1;13-08-2002 11:15:00 +02:00;3,4;1,9;;;;Nej;DNN;9999999;9999997,22000004;1,7799999602138996;2
Station;64000016;RØGBØLLE SØ, NORDB;32;665547;6067368;Lolland;Region Sjælland;Sø;Røgbøllesø;13-07-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ee5c7761-5030-4a79-8977-9a9e3ed92a3f;Aktivitetssted;32;665547;6067368;1;13-07-1992 11:50:00 +02:00;3;1,6;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;09-12-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2b8d1a0c-cbf1-4eaa-afe6-5f93317a1397;Aktivitetssted;32;666003;6065651;1;09-12-1992 12:55:00 +01:00;2,7;1,9;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;22-07-1986;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2d6d5956-66f6-493c-82d8-230e8c9f8c3c;Aktivitetssted;32;666003;6065651;1;22-07-1986 11:00:00 +02:00;1,3;1,3;;;;Ja;;;;;2
Station;64000214;Røgbølle Sø - st 54.35.20;32;665625;6065764;Lolland;Region Sjælland;Sø;Røgbøllesø;30-08-2005;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/171e93e6-ed86-4383-a03b-975c3b5a2e23;Aktivitetssted;32;665625;6065764;1;30-08-2005 11:00:00 +02:00;1,2;1,2;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-05-1992;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/128650e9-d819-4618-8e1c-a3bc1348086d;Aktivitetssted;32;666003;6065651;1;05-05-1992 12:25:00 +02:00;2,7;2,7;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;21-06-1993;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1c8f3f4d-affa-44eb-befe-3c8ee36c6518;Aktivitetssted;32;666003;6065651;1;21-06-1993 11:40:00 +02:00;2,4;1,9;;;;Nej;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;13-02-1996;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a4ff4bb9-c383-483c-878a-57da49429d16;Aktivitetssted;32;666003;6065651;1;13-02-1996 11:00:00 +01:00;9999;;;;;;DNN;9999999;9999988,460000236;10,539999764412642;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;12-08-1997;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/cd1eab05-4418-4d75-ba42-5d6f89082732;Aktivitetssted;32;666003;6065651;1;12-08-1997 10:45:00 +02:00;3,45;2,35;;;;Nej;DNN;9999999;9999988,340000238;10,659999761730433;2
Station;64000016;RØGBØLLE SØ, NORDB;32;665547;6067368;Lolland;Region Sjælland;Sø;Røgbøllesø;04-09-1989;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d32c21ba-f1a5-4ada-9026-0b50e1d9277c;Aktivitetssted;32;665547;6067368;1;04-09-1989 12:15:00 +02:00;2,12;2,12;;;;Ja;;;;;2
Station;64000017;RØGBØLLE SØ, SYDB HOVED ST;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;25-06-1990;1;Måledybder, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2fc45de2-f234-4564-8d82-bc0f274640e5;Aktivitetssted;32;666003;6065651;1;25-06-1990 12:40:00 +02:00;2,8;1,85;;;;Nej;;;;;2
