﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Undersøgelsesmetode;Undersøgelsesniveau;Søtype/Sønaturtype;Teknisk anvisning;Dataejer;Link;Transekt nummer;Transekt navn;Transekt-start, GeoZone;Transekt-start, x-koordinat;Transekt-start, y-koordinat;Transekt-slut, GeoZone;Transekt-slut, x-koordinat;Transekt-slut, y-koordinat;Punkt nummer;Punkt, GeoZone;Punkt, x-koordinat;Punkt, y-koordinat;Aktivitetssted;Aktiv;Dybde (cm);Arts tom;Taxonkode;Artkode;Art latin;Art;Dækningsgrad;Undervandsplanter, dækningsgrad;Undervandsplanter, gennemsnitshøjde;Trådalger, dækningsgrad;Kvalitetsmærke
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;1;Transektnr 1;32;664244;6067539;32;664254;6067318;5;32;664249;6067432;1_5;Ja;40;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;2 - 6-25 %;4 - 51-75 %;20;1 - 1-5 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;9;Transektnr 3;32;664809;6067902;32;664829;6067421;4;32;664821;6067637;9_4;Ja;260;Nej;2503550030030;2394;Ceratophyllum demersum;Tornfrøet hornblad;1 - 1-5 %;1 - 1-5 %;30;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;13;Transektnr 7;32;665898;6067531;32;665902;6067308;4;32;665899;6067452;13_4;Ja;135;Nej;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;2 - 6-25 %;6 - 96-100 %;30;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;7;Transektnr 15;32;665545;6065437;32;666189;6065448;8;32;666026;6065444;7_8;Ja;170;Nej;2503550030060;2395;Ceratophyllum submersum;Tornløs hornblad;1 - 1-5 %;5 - 76-95 %;80;1 - 1-5 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;12;Transektnr 6;32;665651;6067590;32;665660;6067166;1;32;665651;6067590;12_1;Ja;60;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;14;Transektnr 8;32;666218;6067608;32;666223;6067270;7;32;666216;6067465;14_7;Ja;125;Nej;2900700030030;6518;Najas marina;Stor najade;1 - 1-5 %;5 - 76-95 %;10;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;9;Transektnr 3;32;664809;6067902;32;664829;6067421;4;32;664821;6067637;9_4;Ja;120;Nej;300000900000;8;Trådalger;Trådalger;2 - 6-25 %;5 - 76-95 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;12;Transektnr 6;32;665651;6067590;32;665660;6067166;4;32;665654;6067469;12_4;Ja;120;Nej;2900700030030;6518;Najas marina;Stor najade;3 - 26-50 %;3 - 26-50 %;20;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;7;Transektnr 15;32;665545;6065437;32;666189;6065448;4;32;665700;6065441;7_4;Ja;150;Nej;2900700030030;6518;Najas marina;Stor najade;1 - 1-5 %;2 - 6-25 %;40;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;1;Transektnr 1;32;664244;6067539;32;664254;6067318;6;32;664250;6067403;1_6;Ja;70;Nej;2900700030030;6518;Najas marina;Stor najade;5 - 76-95 %;6 - 96-100 %;30;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;12;Transektnr 6;32;665651;6067590;32;665660;6067166;6;32;665655;6067377;12_6;Ja;140;Nej;2900700030030;6518;Najas marina;Stor najade;2 - 6-25 %;2 - 6-25 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;3;Transektnr 11;32;665279;6066541;32;665973;6066553;1;32;665279;6066541;3_1;Ja;30;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;13;Transektnr 7;32;665898;6067531;32;665902;6067308;9;32;665902;6067319;13_9;Ja;80;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;4 - 51-75 %;4 - 51-75 %;70;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;7;Transektnr 15;32;665545;6065437;32;666189;6065448;6;32;665833;6065441;7_6;Ja;190;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;2 - 6-25 %;3 - 26-50 %;40;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;10;Transektnr 4;32;665092;6067931;32;665119;6067314;4;32;665104;6067638;10_4;Ja;110;Nej;1601010100000;77;Chara;Kransnålealgeslægten;1 - 1-5 %;2 - 6-25 %;10;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;7;Transektnr 15;32;665545;6065437;32;666189;6065448;6;32;665833;6065441;7_6;Ja;210;Nej;2900700030030;6518;Najas marina;Stor najade;2 - 6-25 %;5 - 76-95 %;60;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;13;Transektnr 7;32;665898;6067531;32;665902;6067308;5;32;665899;6067414;13_5;Ja;200;Nej;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;1 - 1-5 %;2 - 6-25 %;10;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;7;Transektnr 15;32;665545;6065437;32;666189;6065448;1;32;665545;6065437;7_1;Ja;5;Nej;2705700030031;8431;Hippuris vulgaris f. submersum;Hestehale/Vandspir, submers;2 - 6-25 %;2 - 6-25 %;5;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;1;Transektnr 1;32;664244;6067539;32;664254;6067318;10;32;664254;6067318;1_10;Ja;10;Nej;300000900000;8;Trådalger;Trådalger;1 - 1-5 %;2 - 6-25 %;10;1 - 1-5 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;4;Transektnr 12;32;665344;6066233;32;666067;6066246;9;32;666038;6066245;4_9;Ja;80;Nej;2503550030030;2394;Ceratophyllum demersum;Tornfrøet hornblad;2 - 6-25 %;4 - 51-75 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;6;Transektnr 14;32;665315;6065730;32;666065;6065744;11;32;666038;6065744;6_11;Ja;120;Nej;1601010101300;92;Chara vulgaris;Almindelig kransnål;2 - 6-25 %;4 - 51-75 %;20;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;13;Transektnr 7;32;665898;6067531;32;665902;6067308;10;32;665902;6067314;13_10;Ja;165;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;1;Transektnr 1;32;664244;6067539;32;664254;6067318;10;32;664254;6067318;1_10;Ja;30;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;2;Transektnr 10;32;665283;6066784;32;665665;6066792;2;32;665320;6066785;2_2;Ja;180;Nej;2900700030030;6518;Najas marina;Stor najade;3 - 26-50 %;3 - 26-50 %;30;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;13;Transektnr 7;32;665898;6067531;32;665902;6067308;4;32;665899;6067452;13_4;Ja;130;Nej;2503550030030;2394;Ceratophyllum demersum;Tornfrøet hornblad;1 - 1-5 %;2 - 6-25 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;10;Transektnr 4;32;665092;6067931;32;665119;6067314;7;32;665118;6067331;10_7;Ja;180;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;8;Transektnr 2;32;664565;6067679;32;664573;6067437;8;32;664571;6067503;8_8;Ja;90;Nej;1601010100000;77;Chara;Kransnålealgeslægten;2 - 6-25 %;6 - 96-100 %;20;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;5;Transektnr 13;32;665158;6065982;32;665842;6065995;4;32;665396;6065987;5_4;Ja;120;Nej;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;2 - 6-25 %;5 - 76-95 %;40;0 - 0 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;4;Transektnr 12;32;665344;6066233;32;666067;6066246;7;32;665863;6066242;4_7;Ja;160;Nej;2900700030030;6518;Najas marina;Stor najade;2 - 6-25 %;2 - 6-25 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;4;Transektnr 12;32;665344;6066233;32;666067;6066246;3;32;665428;6066235;4_3;Ja;180;Nej;2900700030030;6518;Najas marina;Stor najade;2 - 6-25 %;2 - 6-25 %;40;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;5;Transektnr 13;32;665158;6065982;32;665842;6065995;5;32;665494;6065989;5_5;Ja;170;Nej;2900700030030;6518;Najas marina;Stor najade;1 - 1-5 %;4 - 51-75 %;30;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;4;Transektnr 12;32;665344;6066233;32;666067;6066246;7;32;665863;6066242;4_7;Ja;175;Nej;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;2 - 6-25 %;3 - 26-50 %;15;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;11;Transektnr 5;32;665370;6067635;32;665380;6067205;3;32;665371;6067575;11_3;Ja;145;Nej;2900700030030;6518;Najas marina;Stor najade;6 - 96-100 %;6 - 96-100 %;40;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;4;Transektnr 12;32;665344;6066233;32;666067;6066246;4;32;665510;6066236;4_4;Ja;120;Nej;2503550030030;2394;Ceratophyllum demersum;Tornfrøet hornblad;1 - 1-5 %;5 - 76-95 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;4;Transektnr 12;32;665344;6066233;32;666067;6066246;2;32;665370;6066234;4_2;Ja;105;Nej;2900700030030;6518;Najas marina;Stor najade;4 - 51-75 %;4 - 51-75 %;15;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;7;Transektnr 15;32;665545;6065437;32;666189;6065448;8;32;666026;6065444;7_8;Ja;170;Nej;1601010500100;112;Nitellopsis obtusa;Stjernetråd;1 - 1-5 %;3 - 26-50 %;50;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;7;Transektnr 15;32;665545;6065437;32;666189;6065448;9;32;666099;6065446;7_9;Ja;160;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;2 - 6-25 %;4 - 51-75 %;80;1 - 1-5 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;4;Transektnr 12;32;665344;6066233;32;666067;6066246;9;32;666038;6066245;4_9;Ja;130;Nej;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;6 - 96-100 %;6 - 96-100 %;20;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;15;Transektnr 9;32;665306;6067082;32;665648;6067089;3;32;665381;6067084;15_3;Ja;110;Nej;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;1 - 1-5 %;2 - 6-25 %;10;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;9;Transektnr 3;32;664809;6067902;32;664829;6067421;2;32;664812;6067826;9_2;Ja;40;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;2 - 6-25 %;3 - 26-50 %;20;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;5;Transektnr 13;32;665158;6065982;32;665842;6065995;8;32;665823;6065994;5_8;Ja;130;Nej;2900700030030;6518;Najas marina;Stor najade;4 - 51-75 %;4 - 51-75 %;20;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;14;Transektnr 8;32;666218;6067608;32;666223;6067270;6;32;666222;6067395;14_6;Ja;140;Nej;2900700030030;6518;Najas marina;Stor najade;2 - 6-25 %;4 - 51-75 %;20;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;4;Transektnr 12;32;665344;6066233;32;666067;6066246;7;32;665863;6066242;4_7;Ja;160;Nej;300000900000;8;Trådalger;Trådalger;2 - 6-25 %;2 - 6-25 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;9;Transektnr 3;32;664809;6067902;32;664829;6067421;8;32;664829;6067455;9_8;Ja;130;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;7;Transektnr 15;32;665545;6065437;32;666189;6065448;5;32;665773;6065441;7_5;Ja;130;Nej;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;6 - 96-100 %;6 - 96-100 %;50;0 - 0 %;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;1;Transektnr 1;32;664244;6067539;32;664254;6067318;8;32;664252;6067359;1_8;Ja;20;Nej;300000900000;8;Trådalger;Trådalger;1 - 1-5 %;2 - 6-25 %;10;1 - 1-5 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;1;Transektnr 1;32;664244;6067539;32;664254;6067318;4;32;664248;6067456;1_4;Ja;50;Nej;300000900000;8;Trådalger;Trådalger;2 - 6-25 %;4 - 51-75 %;30;2 - 6-25 %;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;7;Transektnr 15;32;665545;6065437;32;666189;6065448;9;32;666099;6065446;7_9;Ja;160;Nej;300000900000;8;Trådalger;Trådalger;1 - 1-5 %;4 - 51-75 %;80;1 - 1-5 %;3
